name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,versatility,release_clause,talent,dominant_position,traits
A. Paroni,29,14/10/1989,190,76,Italy,Virtus Entella,62,64,260000,1000,GK,Right,1,2,1,5,1,423000,Ordinary,SUB,Good
T. Doyle,27,30/6/1992,184,73,New Zealand,Chemnitzer FC,62,64,325000,1000,CB;LB,Left,1,2,2,5,2,496000,Ordinary,SUB,Inflexible;Leadership
H. Futami,27,20/3/1992,179,75,Japan,Shimizu S-Pulse,62,64,325000,1000,CB;LB,Left,1,2,2,6,2,431000,Ordinary,LCB,Inflexible
Lee Min Gi,26,19/5/1993,176,71,Korea Republic,Sangju Sangmu FC,62,64,325000,1000,LB;RB,Left,1,4,2,6,2,431000,Ordinary,RES,Good
E. Guerrero,28,31/1/1991,180,84,Chile,CD Palestino,62,64,300000,1000,CB;RB,Right,1,3,2,5,2,428000,Ordinary,RCB,Good
K. Koscielny,27,4/8/1991,185,83,Poland,Raków Czestochowa,62,64,325000,1000,CB,Right,1,2,2,5,1,463000,Ordinary,SUB,Good
B. Yaméogo,25,28/12/1993,171,68,Burkina Faso,Chindia Târgoviste,62,64,375000,1000,ST,Right,1,3,2,9,1,534000,Ordinary,SUB,Good
R. Lopes,27,17/6/1992,186,80,Republic of Ireland,Shamrock Rovers,62,63,300000,1000,CB;CDM,Right,1,2,2,6,2,488000,Ordinary,RCB,Good
K. Pogrebnyak,27,27/6/1992,185,80,Russia,Falkenbergs FF,62,63,350000,1000,ST,Right,1,3,2,5,1,464000,Ordinary,LS,Good
J. Jakubov,30,1/2/1989,190,93,Czech Republic,Chemnitzer FC,62,63,240000,1000,GK,Right,1,3,1,5,1,366000,Ordinary,GK,Good
R. McCabe,26,24/7/1992,177,74,Scotland,St. Patrick's Athletic,62,63,350000,1000,CM,Right,1,4,3,5,1,569000,Ordinary,SUB,Inflexible;Diver;Selfish;Leadership;Finesse_Shot
J. Guthrie,26,29/7/1992,192,82,England,Livingston FC,62,63,325000,1000,CB,Left,1,3,2,5,1,593000,Ordinary,SUB,Diver
F. Tchenkoua,26,1/10/1992,173,74,Cameroon,FC Carl Zeiss Jena,62,63,350000,1000,LM;RM,Right,1,3,3,8,2,534000,Ordinary,RES,Early_Crosser
J. Clisby,27,16/2/1992,180,72,Australia,Central Coast Mariners,62,63,300000,1000,LB;CB,Left,1,3,2,6,2,398000,Ordinary,LB,Injury_Prone
D. Valencia,28,31/5/1991,187,83,Colombia,Alianza Petrolera,62,63,300000,1000,CB,Right,1,3,2,5,1,428000,Ordinary,SUB,Good
D. Kudla,27,21/3/1992,189,85,Poland,Górnik Zabrze,62,63,250000,1000,GK,Right,1,2,1,5,1,356000,Ordinary,SUB,Good
D. Poggenberg,27,28/3/1992,184,78,Germany,SG Sonnenhof Großaspach,62,63,300000,1000,LB;CB,Left,1,3,2,5,2,458000,Ordinary,LB,Power_Free-Kick;Giant_Throw-in
L. Canotto,25,19/5/1994,178,71,Italy,Castellammare di Stabia,62,63,350000,1000,RM;ST;RW,Right,1,5,2,5,3,569000,Ordinary,RES,Good
E. Figueroa,28,4/1/1991,184,79,Sweden,Unión La Calera,62,63,300000,1000,CB;LB,Left,1,3,2,5,2,428000,Ordinary,SUB,Good
Lee Min Soo,27,11/1/1992,179,73,Korea Republic,Gangwon FC,62,63,350000,1000,CM,Right,1,3,2,5,1,464000,Ordinary,SUB,Good
A. Mabaso,28,15/5/1991,173,67,South Africa,Orlando Pirates,62,63,300000,1000,CDM;RB;CB,Right,1,5,2,6,3,668000,Ordinary,RES,Good
H. Abou Demba,27,31/12/1991,177,72,Mauritania,Grenoble Foot 38,62,63,300000,1000,RB,Right,1,2,2,8,1,548000,Ordinary,RES,Good
K. Zapolnik,26,9/9/1992,182,77,Poland,Górnik Zabrze,62,63,350000,1000,RM;ST,Right,1,4,2,5,2,499000,Ordinary,RM,Good
J. Guevara,27,4/5/1992,193,90,Colombia,Deportivo Pasto,62,63,300000,1000,CDM,Left,1,3,2,5,1,0,Strength,SUB,Good
B. Barbu,27,13/4/1992,178,74,Romania,Academica Clinceni,62,63,350000,1000,CAM,Left,1,3,3,6,1,499000,Ordinary,CAM,Good
A. Buziuc,25,15/3/1994,174,75,Romania,Academica Clinceni,62,63,375000,1000,ST;RM,Left,1,3,2,8,2,534000,Ordinary,LAM,Good
A. Wilbraham,39,21/10/1979,191,80,England,Rochdale,62,62,90000,1000,ST,Right,1,3,2,5,1,158000,Ordinary,SUB,Good
D. Cowie,36,15/2/1983,178,73,Scotland,Ross County FC,62,62,100000,1000,RM;CM,Right,1,2,2,5,2,175000,Ordinary,SUB,Giant_Throw-in
J. Murphy,37,21/8/1981,188,88,Republic of Ireland,Shrewsbury,62,62,30000,1000,GK,Left,1,3,1,5,1,53000,Ordinary,SUB,Power_Free-Kick
S. Bywater,38,7/6/1981,185,81,England,Burton Albion,62,62,30000,1000,GK,Right,1,3,1,5,1,53000,Ordinary,SUB,Acrobatic_Clearance
P. Gori,39,10/5/1980,189,83,Italy,Benevento,62,62,30000,1000,GK,Right,1,1,1,5,1,48000,Ordinary,SUB,Good
M. McNulty,38,13/10/1980,188,79,Republic of Ireland,Cork City,62,62,30000,1000,GK,Right,1,2,1,5,1,47000,Ordinary,GK,Diver;Avoids_Using_Weaker_Foot;Giant_Throw-in
M. McChrystal,35,26/6/1984,185,86,Northern Ireland,Derry City,62,62,90000,1000,CB,Left,1,3,2,3,1,140000,Ordinary,SUB,Good
B. Rotenberg,33,19/5/1986,188,84,Finland,Lokomotiv Moscow,62,62,140000,1000,RB;RWB,Right,1,2,2,5,2,294000,Ordinary,RES,Good
C. Stefanczyk,35,21/2/1984,184,78,Poland,Wisla Plock,62,62,90000,1000,RB,Right,1,2,2,5,1,122000,Ordinary,SUB,Dives_Into_Tackles
C. Mackail-Smith,35,25/2/1984,178,78,Scotland,Wycombe Wanderers,62,62,140000,1000,ST;RW;RM,Right,1,3,2,8,3,245000,Ordinary,SUB,Power_Free-Kick
G. MacKenzie,33,15/10/1985,191,83,Scotland,St. Mirren,62,62,140000,1000,CB,Right,1,2,2,2,1,245000,Ordinary,RCB,Power_Free-Kick;Long_Passer
S. Strømnes,32,19/3/1987,186,79,Norway,Stabæk Fotball,62,62,190000,1000,CB,Right,1,3,2,2,1,238000,Ordinary,RCB,Good
D. Avdic,30,5/9/1988,193,92,Sweden,AFC Eskilstuna,62,62,290000,1000,ST;CM,Right,1,3,2,5,2,363000,Strength,SUB,Good
C. Andrew,32,19/12/1986,188,82,England,Rochdale,62,62,240000,1000,ST;RM,Left,1,3,2,9,2,420000,Ordinary,SUB,Giant_Throw-in
T. Joza,32,10/8/1986,173,75,Sweden,Falkenbergs FF,62,62,190000,1000,CB;RB;LB,Right,1,4,2,5,3,238000,Ordinary,SUB,Avoids_Using_Weaker_Foot
E. Nouri,33,22/7/1985,181,75,Azerbaijan,Kalmar FF,62,62,140000,1000,RWB;CB,Right,1,4,2,5,2,175000,Ordinary,SUB,Good
S. Vincent,32,2/9/1986,174,71,France,Le Mans FC,62,62,240000,1000,LM;RM,Right,1,3,2,5,2,420000,Ordinary,SUB,Power_Free-Kick
A. Marciniak,30,28/9/1988,186,78,Poland,Arka Gdynia,62,62,240000,1000,LB,Left,1,2,2,6,1,324000,Ordinary,LB,Inflexible;Giant_Throw-in
A. Danch,31,15/12/1987,180,81,Poland,Arka Gdynia,62,62,230000,1000,CB;CDM,Right,1,3,2,5,2,311000,Ordinary,LCB,Good
M. Simon,33,22/1/1986,188,78,Australia,Central Coast Mariners,62,62,190000,1000,ST,Right,1,3,2,9,1,238000,Ordinary,RS,Injury_Prone;Avoids_Using_Weaker_Foot
P. Malinowski,35,24/3/1984,170,66,Poland,Raków Czestochowa,62,62,130000,1000,LM;RM,Right,1,3,3,8,2,176000,Ordinary,RM,Good
E. Parish,29,20/5/1990,188,83,England,St. Johnstone FC,62,62,220000,1000,GK,Right,1,2,1,5,1,385000,Ordinary,SUB,Good
I. Bermingham,30,16/6/1989,177,73,Republic of Ireland,St. Patrick's Athletic,62,62,240000,1000,LWB;LB,Left,1,3,3,9,2,372000,Ordinary,LM,Diver;Avoids_Using_Weaker_Foot;Giant_Throw-in
C. Gauseth,35,20/6/1984,189,87,Norway,Mjøndalen IF,62,62,130000,1000,CM;CDM;ST,Right,1,3,2,9,3,163000,Ordinary,CDM,Diver
A. Mehmeti,29,20/11/1989,184,79,Albania,Örebro SK,62,62,300000,1000,ST,Right,1,1,2,5,1,375000,Ordinary,SUB,Good
A. Rashkaj,29,19/8/1989,180,73,Kosovo,AFC Eskilstuna,62,62,290000,1000,CM;CDM,Right,1,4,2,5,2,363000,Ordinary,LDM,Leadership;Finesse_Shot
R. Kujawa,30,11/7/1988,185,78,Poland,LKS Lodz,62,62,290000,1000,ST,Right,1,3,2,8,1,392000,Ordinary,SUB,Good
T. Vaiho,30,13/9/1988,188,78,Sweden,Djurgårdens IF,62,62,200000,1000,GK,Right,1,2,1,5,1,250000,Ordinary,SUB,Good
M. Varvodic,30,15/5/1989,191,85,Croatia,SV Waldhof Mannheim,62,62,200000,1000,GK,Right,1,3,1,5,1,290000,Ordinary,SUB,Good
M. Solheim,31,3/12/1987,178,76,Norway,Hammarby IF,62,62,220000,1000,LB;RB;CB,Right,1,3,2,8,3,275000,Ordinary,RCB,Good
Jung San,30,10/2/1989,191,84,Korea Republic,Incheon United FC,62,62,200000,1000,GK,Right,1,3,1,5,1,250000,Ordinary,GK,Good
D. Chatto,33,12/7/1985,181,75,Nigeria,Falkenbergs FF,62,62,180000,1000,CM;CDM,Right,1,3,2,6,2,225000,Ordinary,SUB,Good
S. Russo,30,6/3/1989,185,79,Italy,US Salernitana 1919,62,62,200000,1000,GK,Left,1,2,1,5,1,320000,Ordinary,RES,Good
D. Russo,31,8/7/1987,186,81,Italy,Castellammare di Stabia,62,62,190000,1000,GK,Right,1,2,1,5,1,295000,Ordinary,SUB,Good
A. Greene,29,2/1/1990,180,73,Republic of Ireland,Shamrock Rovers,62,62,300000,1000,ST;LM,Left,1,3,3,9,2,465000,Ordinary,ST,Early_Crosser
D. Corcoran,30,13/2/1989,184,82,Republic of Ireland,Bohemian FC,62,62,290000,1000,ST,Right,1,3,2,8,1,450000,Ordinary,RES,Beat_Offside_Trap
G. Jansson,33,24/2/1986,195,92,Sweden,IFK Norrköping,62,62,160000,1000,GK,Right,1,2,1,5,1,200000,Ordinary,SUB,Giant_Throw-in
Jo Jae Cheol,33,18/5/1986,178,64,Korea Republic,Gyeongnam FC,62,62,180000,1000,CM;CAM;CDM,Right,1,3,2,6,3,225000,Ordinary,SUB,Good
M. Königs,29,25/1/1990,189,89,Germany,FC Hansa Rostock,62,62,300000,1000,ST,Right,1,3,2,8,1,435000,Strength,SUB,Good
F. Brown Forbes,27,28/8/1991,188,82,Costa Rica,Raków Czestochowa,62,62,325000,1000,ST,Right,1,4,3,5,1,439000,Ordinary,ST,Good
Ko Kyung Min,32,11/4/1987,177,73,Korea Republic,Gyeongnam FC,62,62,240000,1000,RM,Right,1,2,3,4,1,300000,Ordinary,SUB,Good
N. Jüllich,29,27/3/1990,182,70,Germany,SG Sonnenhof Großaspach,62,62,290000,1000,CM;CDM,Right,1,4,2,5,2,421000,Ordinary,LCM,Good
A. Tveter,28,7/3/1991,190,86,Norway,Sarpsborg 08 FF,62,62,325000,1000,ST,Left,1,2,3,5,1,406000,Ordinary,SUB,Selfish;Argues_with_Officials
A. Horwath,32,27/3/1987,190,88,United States,Real Salt Lake,62,62,180000,1000,GK,Right,1,3,1,5,1,270000,Ordinary,RES,Good
F. Torsteinbø,28,13/3/1991,182,74,Norway,Viking FK,62,62,300000,1000,LW;LB;RW,Right,1,4,3,5,3,375000,Ordinary,SUB,Good
M. Kühne,31,27/9/1987,179,78,Germany,FC Carl Zeiss Jena,62,62,220000,1000,RB;CB;RM,Right,1,3,2,5,3,319000,Ordinary,SUB,Good
M. Willsch,28,11/3/1991,180,72,Germany,TSV 1860 München,62,62,300000,1000,RM;RW;RWB,Right,1,3,2,9,3,435000,Engine,LM,Good
F. Sepúlveda,27,2/9/1991,180,70,Chile,CD Antofagasta,62,62,270000,1000,RB,Right,1,2,2,5,1,365000,Ordinary,RB,Good
N. Salazar,31,10/11/1987,197,84,Colombia,Patriotas Boyacá FC,62,62,230000,1000,CDM;CM,Right,1,2,2,8,2,311000,Strength,RES,Inflexible
J. Gutiérrez,29,11/2/1990,163,60,Chile,CD Cobresal,62,62,290000,1000,CM,Left,1,3,2,5,1,392000,Ordinary,RES,Good
M. Sandoval,27,24/7/1991,165,66,Chile,Unión Española,62,62,300000,1000,CM,Right,1,3,2,5,1,405000,Ordinary,SUB,Good
J. García,28,6/9/1990,175,66,Colombia,Jaguares de Córdoba,62,62,300000,1000,LM;ST,Right,1,3,3,5,2,405000,Ordinary,SUB,Good
D. Rosende,33,11/2/1986,172,66,Chile,CD Palestino,62,62,180000,1000,CM;CDM,Right,1,3,2,5,2,243000,Ordinary,RCM,Power_Free-Kick;Giant_Throw-in
T. Mikkelsen,35,27/8/1983,190,83,Denmark,Lyngby BK,62,62,80000,1000,GK,Right,1,3,1,5,1,100000,Ordinary,GK,Good
D. Fofana,29,14/7/1989,195,92,France,FC Chambly Oise,62,62,260000,1000,CB,Right,1,2,2,2,1,455000,Strength,SUB,Good
P. Karlsson,30,20/4/1989,180,77,Sweden,Falkenbergs FF,62,62,250000,1000,CB;RB;CDM,Right,1,3,2,5,3,313000,Ordinary,SUB,Good
C. Carlsson,30,15/1/1989,172,73,Sweden,Falkenbergs FF,62,62,290000,1000,RM;LM;CF,Right,1,2,2,5,3,363000,Ordinary,LCM,Good
T. Willers,32,21/4/1987,192,84,Germany,Viktoria Köln,62,62,190000,1000,CB,Right,1,3,2,5,1,276000,Ordinary,LCB,Good
Yeo Seong Hae,31,6/8/1987,186,81,Korea Republic,Incheon United FC,62,62,230000,1000,CB,Right,1,3,2,2,1,0,Ordinary,RES,Good
A. Pellegrino,29,18/6/1990,190,68,Norway,Strømsgodset IF,62,62,300000,1000,LM;ST,Right,1,3,3,5,2,375000,Ordinary,LW,Selfish
Sui Weijie,36,6/4/1983,188,88,China PR,Chongqing Dangdai Lifan FC SWM Team,62,62,50000,1000,GK,Right,1,3,1,5,1,78000,Ordinary,GK,Good
M. Vallecilla,28,24/6/1991,175,72,Colombia,Atlético Bucaramanga,62,62,260000,1000,LB,Right,1,2,2,5,1,351000,Ordinary,LB,Good
J. Manns,23,5/8/1995,174,74,Sweden,Kalmar FF,62,62,290000,1000,RB,Right,1,2,2,6,1,363000,Ordinary,SUB,Good
J. Solberg,30,11/4/1989,191,83,Norway,Mjøndalen IF,62,62,240000,1000,LB;LWB,Left,1,3,2,5,2,300000,Ordinary,LB,Inflexible
J. Núñez,30,21/3/1989,173,69,Colombia,Cúcuta Deportivo,62,62,290000,1000,LM;RM,Left,1,4,2,7,2,392000,Ordinary,SUB,Good
A. Pelvas,30,8/2/1989,180,80,Finland,HJK Helsinki,62,62,290000,1000,ST;LW;RW,Left,1,3,2,5,3,624000,Ordinary,SUB,Power_Free-Kick
N. Ishikawa,33,13/9/1985,180,74,Japan,Hokkaido Consadole Sapporo,62,62,140000,1000,LB;CB;LM,Left,1,2,2,5,3,175000,Ordinary,SUB,Good
Y. Kobayashi,30,18/10/1988,180,70,Japan,Oita Trinita,62,62,280000,1000,CM;CDM,Right,1,3,2,5,2,350000,Ordinary,RES,Good
S. Hyodo,33,29/7/1985,172,68,Japan,Vegalta Sendai,62,62,180000,1000,CM;CAM;RW,Right,1,3,2,5,3,225000,Ordinary,SUB,Good
Y. Kobayashi,33,15/11/1985,176,72,Japan,Sagan Tosu,62,62,140000,1000,RB,Right,1,3,2,5,1,175000,Ordinary,RES,Good
V. Leikvoll Moberg,28,23/1/1991,190,84,Norway,FK Bodø/Glimt,62,62,300000,1000,CM,Right,1,3,2,9,1,375000,Engine,RCM,Good
Diego Ferraresso,27,21/5/1992,171,65,Bulgaria,Cracovia,62,62,270000,1000,RB;LB,Right,1,3,2,5,2,365000,Ordinary,SUB,Good
K. Sekiguchi,33,26/12/1985,171,66,Japan,Vegalta Sendai,62,62,180000,1000,LM;RM,Right,1,2,2,8,2,225000,Ordinary,LM,Good
F. Corapi,33,22/12/1985,165,65,Italy,Trapani,62,62,180000,1000,CM;CDM,Right,1,4,2,5,2,279000,Ordinary,SUB,Good
C. Cisternas,33,27/9/1985,175,75,Chile,Curicó Unido,62,62,180000,1000,CM;CDM,Right,1,3,2,5,2,243000,Ordinary,LCM,Good
A. Benga,30,15/6/1989,190,81,Romania,Chindia Târgoviste,62,62,250000,1000,CB,Right,1,2,2,5,1,338000,Ordinary,RCB,Good
Limones,32,17/10/1986,192,78,Spain,CD Mirandés,62,62,180000,1000,GK,Right,1,2,1,5,1,279000,Ordinary,GK,Avoids_Using_Weaker_Foot
F. Dady Ngoy,29,4/1/1990,169,63,France,Rodez Aveyron Football,62,62,250000,1000,RB,Right,1,3,2,5,1,438000,Acrobat,RES,Good
F. Faist,30,10/4/1989,181,76,Austria,TSV Hartberg,62,62,200000,1000,GK,Left,1,2,1,5,1,290000,Ordinary,SUB,Good
M. López,28,7/1/1991,183,82,Colombia,Atlético Huila,62,62,300000,1000,LM;LB,Left,1,3,3,5,2,405000,Ordinary,SUB,Good
T. Sugeno,35,3/5/1984,179,75,Japan,Hokkaido Consadole Sapporo,62,62,80000,1000,GK,Right,1,2,1,5,1,100000,Ordinary,SUB,Good
I. Fujita,28,30/1/1991,170,68,Japan,Matsumoto Yamaga,62,62,300000,1000,CM;CDM,Right,1,3,2,5,2,375000,Ordinary,LCM,Good
K. Söderström,33,26/10/1985,182,79,Sweden,Falkenbergs FF,62,62,180000,1000,RM;LM;RWB,Right,1,3,2,5,3,225000,Ordinary,RM,Inflexible
K. Velkov,30,26/3/1989,188,80,Bulgaria,Chemnitzer FC,62,62,250000,1000,CB,Right,1,3,2,5,1,363000,Ordinary,RES,Good
M. Kolba,27,30/3/1992,186,76,Poland,LKS Lodz,62,62,220000,1000,GK,Right,1,2,1,5,1,297000,Ordinary,GK,Good
F. Achim,27,16/7/1991,178,70,Romania,Academica Clinceni,62,62,270000,1000,RB;RM,Right,1,2,2,5,2,365000,Ordinary,SUB,Good
M. Domanski,28,5/9/1990,167,59,Poland,Raków Czestochowa,62,62,300000,1000,CAM;ST,Right,1,3,2,5,2,405000,Ordinary,RF,Good
K. Piscopo,21,6/2/1998,181,78,Italy,Empoli,62,62,350000,1000,CF;ST;CAM,Right,1,2,2,7,3,560000,Ordinary,RES,Good
D. Ferretti,32,30/8/1986,170,70,Italy,Trapani,62,62,240000,1000,ST,Left,1,2,2,5,1,372000,Ordinary,SUB,Good
G. Stancampiano,32,9/1/1987,180,85,Italy,Trapani,62,62,180000,1000,GK,Right,1,3,1,5,1,279000,Ordinary,SUB,Giant_Throw-in
J. Italiano,17,30/7/2001,177,68,Australia,Borussia Mönchengladbach,61,82,550000,1000,LM,Right,1,2,3,8,1,1500000,Ordinary,RES,Good
N. Wood,17,31/5/2002,188,75,England,Middlesbrough,61,82,525000,1000,CB;RB,Right,1,3,2,5,2,1500000,Ordinary,SUB,Good
M. Olise,17,12/12/2001,176,68,France,Reading,61,82,550000,1000,CAM;CM,Left,1,3,3,5,2,1600000,Ordinary,SUB,Good
J. Cabal,18,8/1/2001,186,68,Colombia,Atlético Nacional,61,82,525000,1000,LB,Left,1,3,2,6,1,1300000,Ordinary,RES,Good
E. Cardozo,18,6/2/2001,164,59,Argentina,Racing Club,61,81,525000,1000,CAM;CM,Right,1,3,2,5,2,1300000,Ordinary,RES,Good
F. Tolomello,17,30/5/2002,177,70,Italy,Trapani,61,80,475000,1000,CDM;CM,Right,1,4,3,6,2,1000000,Ordinary,SUB,Good
R. Alvarez,20,10/2/1999,174,70,Chile,CD Huachipato,61,79,550000,1000,LM;LB,Left,1,3,3,5,2,0,Ordinary,SUB,Good
S. Kulenovic,19,4/12/1999,188,76,Croatia,Legia Warszawa,61,79,550000,1000,ST,Right,1,3,2,5,1,1100000,Ordinary,ST,Good
R. Hutchinson,19,14/4/2000,179,75,England,Burton Albion,61,79,500000,1000,LB,Left,1,3,2,8,1,1200000,Ordinary,SUB,Good
A. Aidonis,18,22/5/2001,181,76,Germany,VfB Stuttgart,61,79,475000,1000,CB,Right,1,3,2,5,1,1100000,Ordinary,RES,Good
J. Araujo,17,13/8/2001,175,70,United States,LA Galaxy,61,79,450000,1000,RB,Right,1,2,2,5,1,956000,Ordinary,SUB,Good
N. Bannis,17,11/3/2002,184,74,Netherlands,Feyenoord,61,79,500000,1000,ST,Right,1,3,3,5,1,1100000,Ordinary,RES,Good
A. Konaté,18,4/4/2001,179,66,France,Le Havre AC,61,79,525000,1000,CAM,Right,1,3,3,5,1,1200000,Ordinary,SUB,Good
H. Souttar,20,22/10/1998,200,79,Scotland,Fleetwood Town,61,78,525000,1000,CB,Right,1,3,2,5,1,0,Ordinary,RCB,Good
S. Schreck,20,29/1/1999,180,63,Germany,FC Groningen,61,78,550000,1000,CAM,Right,1,4,3,5,1,1100000,Ordinary,SUB,Good
B. Figueroa,20,21/6/1999,180,69,Chile,Audax Italiano,61,78,550000,1000,CAM,Right,1,4,2,5,1,1100000,Ordinary,SUB,Good
A. Amade,19,12/11/1999,170,63,Germany,Eintracht Braunschweig,61,78,500000,1000,RWB;RB;CDM,Right,1,3,2,5,3,0,Ordinary,SUB,Good
S. Palma,19,18/7/1999,189,75,Colombia,Once Caldas,61,78,500000,1000,CB,Right,1,3,2,5,1,988000,Ordinary,RES,Good
L. N'Diaye,18,3/10/2000,180,82,Mali,PFC CSKA Moscow,61,78,525000,1000,ST,Left,1,3,2,5,1,1500000,Ordinary,SUB,Good
N. Fernández,19,3/8/1999,170,66,Chile,Audax Italiano,61,77,550000,1000,RM;RB,Right,1,3,2,6,2,1100000,Ordinary,RM,Good
A. Akinola,19,20/1/2000,178,82,United States,Toronto FC,61,77,550000,1000,ST,Right,1,3,3,8,1,1200000,Ordinary,SUB,Good
A. Irving,19,13/5/2000,180,66,Scotland,Heart of Midlothian,61,77,525000,1000,CM;CDM;CAM,Left,1,3,3,5,3,1200000,Ordinary,SUB,Selfish;Leadership
M. Djitté,19,4/10/1999,180,75,Senegal,Grenoble Foot 38,61,77,550000,1000,ST;LW,Right,1,3,3,7,2,1300000,Ordinary,SUB,Good
V. Triboulet,20,18/6/1999,183,75,France,AS Nancy Lorraine,61,77,550000,1000,ST;LW,Right,1,3,2,5,2,1300000,Ordinary,RES,Good
E. Joseph,19,16/7/1999,177,71,France,Stade Malherbe Caen,61,77,550000,1000,LW;RW,Right,1,3,3,7,2,1300000,Ordinary,SUB,Crowd_Favourite
O. Kossounou,18,4/1/2001,190,78,Ivory Coast,Club Brugge KV,61,77,475000,1000,CB,Right,1,3,2,5,1,962000,Ordinary,RES,Good
P. Maslov,19,14/4/2000,184,75,Russia,Spartak Moscow,61,77,500000,1000,RB;CM,Right,1,3,2,6,2,1400000,Ordinary,RES,Good
N. Wunsch,18,5/10/2000,182,70,Austria,SK Rapid Wien,61,77,525000,1000,CAM;CM;RM,Right,1,3,2,8,3,1100000,Ordinary,SUB,Good
S. Esposito,18,7/10/2000,178,70,Italy,Chievo Verona,61,77,525000,1000,CM,Right,1,3,2,5,1,0,Ordinary,CM,Good
M. Sala,20,4/6/1999,177,68,Italy,Virtus Entella,61,77,525000,1000,LB,Left,1,3,2,6,1,1100000,Ordinary,LB,Good
L. Ndukwu,20,7/9/1998,176,72,England,Southend United,61,76,550000,1000,RM;LM,Left,1,5,3,5,2,0,Ordinary,SUB,Good
M. Mleczko,20,1/3/1999,191,84,Poland,Lech Poznan,61,76,475000,1000,GK,Right,1,3,1,5,1,938000,Ordinary,SUB,Good
J. Guttau,19,29/10/1999,180,70,Germany,Hallescher FC,61,76,550000,1000,LM;CAM,Left,1,3,2,5,2,1100000,Ordinary,SUB,Good
A. Xhemajli,21,23/4/1998,190,81,Kosovo,Neuchâtel Xamax,61,76,525000,1000,CB,Left,1,2,2,2,1,1100000,Ordinary,SUB,Good
B. Yáñez,18,27/6/2001,166,65,Chile,Unión Española,61,76,525000,1000,LM,Left,1,3,2,7,1,1000000,Ordinary,SUB,Good
S. Pedroza,20,8/4/1999,176,69,Colombia,Independiente Santa Fe,61,76,525000,1000,CDM;CM,Right,1,3,2,5,2,1000000,Ordinary,RCM,Good
K. N'Dri,18,27/10/2000,174,73,Ivory Coast,KAS Eupen,61,76,525000,1000,ST;CAM;LW,Left,1,3,2,5,3,1100000,Ordinary,RES,Good
F. Rodríguez,19,26/2/2000,183,78,Argentina,Godoy Cruz,61,76,500000,1000,CB,Right,1,3,2,5,1,1000000,Ordinary,RES,Good
Rafa Tresaco,18,24/8/2000,178,68,Spain,Racing Santander,61,76,525000,1000,ST,Right,1,3,3,5,1,1100000,Ordinary,RES,Good
José Gragera,19,14/5/2000,186,78,Spain,Real Sporting de Gijón,61,76,525000,1000,CM,Right,1,3,2,5,1,1200000,Ordinary,RES,Good
Carreira,18,13/10/2000,170,68,Spain,RC Celta,61,76,475000,1000,RB,Right,1,5,3,5,1,1300000,Ordinary,RES,Good
B. Sheaf,21,5/2/1998,185,64,England,Doncaster Rovers,61,75,525000,1000,CDM;CB,Right,1,2,2,6,2,0,Ordinary,LDM,Good
M. Folivi,21,25/2/1998,175,79,England,AFC Wimbledon,61,75,550000,1000,ST,Right,1,3,2,7,1,0,Ordinary,LS,Good
R. Hepburn-Murphy,20,28/8/1998,173,81,England,Tranmere Rovers,61,75,550000,1000,ST,Right,1,3,3,8,1,0,Ordinary,SUB,Good
J. Maddox,20,3/11/1998,178,72,England,Tranmere Rovers,61,75,550000,1000,CAM;CM;LM,Right,1,3,3,8,3,1300000,Ordinary,SUB,Crowd_Favourite
J. Beste,20,4/1/1999,174,64,Germany,FC Emmen,61,75,525000,1000,LB,Left,1,3,3,8,1,0,Ordinary,SUB,Good
W. Tchimbembé,21,21/4/1998,180,74,France,ESTAC Troyes,61,75,550000,1000,RM,Left,1,2,3,8,1,1300000,Ordinary,SUB,Good
H. Masoudi,19,24/1/2000,175,67,Belgium,Sint-Truidense VV,61,75,550000,1000,CAM;CF,Right,1,4,3,4,2,1100000,Ordinary,RF,Good
Dani Merino,20,17/1/1999,177,70,Spain,Rayo Vallecano,61,75,475000,1000,GK,Right,1,3,1,5,1,1100000,Ordinary,RES,Good
Miguel Morro,18,11/9/2000,193,78,Spain,Rayo Vallecano,61,75,425000,1000,GK,Left,1,2,1,5,1,946000,Ordinary,RES,Good
K. Cabral,19,10/7/1999,185,78,France,Valenciennes FC,61,75,550000,1000,LM;LW;ST,Right,1,3,2,5,3,1300000,Ordinary,SUB,Good
I. Atanga,18,29/7/2000,173,70,Ghana,FC Nordsjælland,61,75,525000,1000,RW;ST,Right,1,2,3,5,2,984000,Ordinary,RW,Good
C. Itu,19,26/10/1999,175,70,Romania,CFR Cluj,61,75,525000,1000,CM,Right,1,2,2,5,1,1100000,Ordinary,RCM,Good
A. ?ut,20,30/4/1999,185,79,Romania,Academica Clinceni,61,75,550000,1000,CM;CDM,Right,1,2,2,5,2,0,Ordinary,RDM,Good
T. Grivosti,20,6/6/1999,182,72,England,Ross County FC,61,75,525000,1000,CB;LB,Right,1,3,2,3,2,1200000,Ordinary,SUB,Leadership
C. Kinsombi,19,24/8/1999,177,68,Germany,KFC Uerdingen 05,61,75,550000,1000,LM;RM,Left,1,4,3,5,2,1100000,Ordinary,SUB,Good
